workload,size,implementation,variant,status,replicates,median_ms,p25_ms,p75_ms,min_ms,max_ms,mad_ms,container_init_median_ms,user_build_total_median_ms,peak_rss_median_bytes,speedup_vs_baseline,phase_variables_ms,phase_constraints_ms,phase_objective_ms
bess_96,1,pulp_python,canonical,ok,7,1.54607,1.54111,1.56407,1.45103,1.57263,0.00496,0.00179,1.54786,137842688,2.21629,0.275665,1.05151,0.220214
bess_96,1,pyomo_python,canonical,ok,7,1.00876,1.00157,1.08321,0.995937,2.54768,0.007189,0.01947,1.02823,137867264,1.44606,0.400737,0.490488,0.120912
bess_96,1,pyoptinterface_python,canonical,ok,7,0.885005,0.877546,0.895805,0.873435,0.938296,0.007459,0.032431,0.917436,139427840,1.26866,0.309965,0.54112,0.03349
bess_96,1,pyoptinterface_scalar,canonical,ok,7,0.459958,0.455308,0.465519,0.454968,0.489818,0.00465,0.02637,0.486328,139182080,0.659351,0.236414,0.199764,0.02533
bess_96,1,roml_core_rust,canonical,ok,7,0.286535,0.285735,0.289475,0.283215,0.295755,0.00085,0.00018,0.286715,3334144,1,0.037131,0.204964,0.039851
bess_96,1,roml_core_rust_anon,canonical,ok,7,0.265375,0.260344,0.269245,0.257704,0.335156,0.00473,0.00018,0.265555,3231744,,0.02244,0.196983,0.04035
bess_96,1,roml_python_bulk,canonical,ok,7,0.697592,0.694393,0.726122,0.686882,0.726363,0.01071,0.00073,0.698322,138514432,1,0.078061,0.458758,0.168493
bess_96,1,roml_python_csr,canonical,ok,7,0.53363,0.531989,0.56432,0.53198,0.57102,0.001641,0.00088,0.53451,138498048,0.76496,0.126883,0.279554,0.131782
bess_96,1,roml_python_naive_chain,canonical,ok,7,0.786994,0.783344,0.792384,0.779684,0.841135,0.00365,0.00071,0.787704,138530816,2.74659,0.098652,0.469308,0.217854
bess_96,3,pulp_python,canonical,ok,7,4.48047,4.35673,5.27958,4.35446,5.66259,0.126013,0.00179,4.48226,138493952,2.46075,0.858695,2.94773,0.629971
bess_96,3,pyomo_python,canonical,ok,7,3.15218,2.87588,3.32114,2.84098,3.53728,0.204854,0.01892,3.1711,138297344,1.73123,0.500388,2.346,0.310745
