workload,size,implementation,variant,status,replicates,median_ms,p25_ms,p75_ms,min_ms,max_ms,mad_ms,container_init_median_ms,user_build_total_median_ms,peak_rss_median_bytes,speedup_vs_baseline,phase_variables_ms,phase_constraints_ms,phase_objective_ms
bess_96,1,pulp_python,canonical,ok,3,1.63709,1.54658,1.64326,1.54658,1.64326,0.00617,0.00183,1.63892,136855552,7.18198,0.290485,1.11585,0.231084
bess_96,1,pyomo_python,canonical,ok,3,1.18636,1.15628,1.21521,1.15628,1.21521,0.028851,0.021351,1.20771,136896512,5.20462,0.511239,0.54327,0.134183
bess_96,1,pyoptinterface_python,canonical,ok,3,0.955427,0.948507,0.964888,0.948507,0.964888,0.00692,0.032971,0.988398,138072064,4.1915,0.326756,0.594561,0.03641
bess_96,1,pyoptinterface_scalar,canonical,ok,3,0.480379,0.475868,0.480488,0.475868,0.480488,0.000109,0.027461,0.50784,137904128,2.10744,0.241524,0.212364,0.02567
bess_96,1,roml_core_bulk,canonical,ok,3,0.068152,0.065261,0.069221,0.065261,0.069221,0.001069,0.00021,0.068362,2998272,,0.035931,0.0205,0.00593
bess_96,1,roml_core_rust,canonical,ok,3,0.278915,0.269125,0.291735,0.269125,0.291735,0.00979,0.00023,0.279145,3395584,1,0.040131,0.198363,0.034751
bess_96,1,roml_core_rust_anon,canonical,ok,3,0.255754,0.251504,0.255895,0.251504,0.255895,0.000141,0.00021,0.255964,3256320,3.7527,0.02724,0.183853,0.03548
bess_96,1,roml_python_bulk,canonical,ok,3,0.227944,0.227184,0.231014,0.227184,0.231014,0.00076,0.00078,0.228724,137248768,1,0.038461,0.101161,0.088402
bess_96,1,roml_python_csr,canonical,ok,3,0.173673,0.173303,0.186514,0.173303,0.186514,0.00037,0.00098,0.174653,137490432,0.761911,0.094842,0.065651,0.01385
bess_96,1,roml_python_naive_chain,canonical,ok,3,0.659482,0.649591,0.683422,0.649591,0.683422,0.009891,0.00077,0.660252,137203712,9.67663,0.105352,0.378657,0.175683
bess_96,10,pulp_python,canonical,ok,3,16.9242,16.7877,17.0509,16.7877,17.0509,0.126712,0.00217,16.9263,139902976,16.341,2.90481,11.8556,2.18548
bess_96,10,pyomo_python,canonical,ok,3,7.36998,6.7092,7.55607,6.7092,7.55607,0.186093,0.02011,7.39009,139169792,7.11602,2.64259,3.37222,1.42853
bess_96,10,pyoptinterface_python,canonical,ok,3,7.27375,7.13346,7.31961,7.13346,7.31961,0.045861,0.033421,7.30717,139296768,7.0231,2.91909,4.11893,0.222654
bess_96,10,pyoptinterface_scalar,canonical,ok,3,4.28475,4.25452,4.32832,4.25452,4.32832,0.03023,0.02743,4.31218,139182080,4.1371,2.15335,1.97384,0.142493
bess_96,10,roml_core_bulk,canonical,ok,3,0.5489,0.535129,0.654372,0.535129,0.654372,0.013771,0.00021,0.54911,4616192,,0.258675,0.245634,0.037801
bess_96,10,roml_core_rust,canonical,ok,3,2.54496,2.47363,2.54793,2.47363,2.54793,0.002961,0.00019,2.54515,6803456,1,0.280395,1.71669,0.52929
bess_96,10,roml_core_rust_anon,canonical,ok,3,2.38072,2.3486,2.40723,2.3486,2.40723,0.026511,0.00022,2.38094,6729728,4.33726,0.174733,1.6633,0.527389
bess_96,10,roml_python_bulk,canonical,ok,3,1.03569,0.977667,1.08175,0.977667,1.08175,0.04606,0.00075,1.03644,138952704,1,0.222914,0.662851,0.138253
bess_96,10,roml_python_csr,canonical,ok,3,0.966147,0.940577,1.00893,0.940577,1.00893,0.02557,0.00095,0.967097,139628544,0.932854,0.326036,0.57588,0.071651
bess_96,10,roml_python_naive_chain,canonical,ok,3,5.57275,5.55934,5.60184,5.55934,5.60184,0.01341,0.00075,5.5735,140230656,10.1526,0.946767,3.338,1.28119
sparse_rows,1000,pulp_python,canonical,ok,3,1.43389,1.30721,1.45213,1.30721,1.45213,0.018241,0.00188,1.43577,137129984,6.32408,0.835215,0.427937,0.166573
sparse_rows,1000,pyomo_python,canonical,ok,3,1.02514,1.02312,1.06972,1.02312,1.06972,0.002019,0.02066,1.0458,136929280,4.52132,0.493799,0.386547,0.153392
sparse_rows,1000,pyoptinterface_python,canonical,ok,3,1.48323,1.45665,1.50342,1.45665,1.50342,0.020191,0.03556,1.51879,138506240,6.5417,0.981497,0.402548,0.097772
sparse_rows,1000,pyoptinterface_scalar,canonical,ok,3,0.941146,0.909796,0.947947,0.909796,0.947947,0.006801,0.02847,0.969616,138194944,4.15088,0.730233,0.160992,0.051791
sparse_rows,1000,roml_core_bulk,canonical,ok,3,0.138333,0.136793,0.138852,0.136793,0.138852,0.000519,0.00022,0.138553,3268608,,0.085572,0.02315,0.028471
sparse_rows,1000,roml_core_rust,canonical,ok,3,0.623871,0.613921,0.739063,0.613921,0.739063,0.00995,0.00021,0.624081,3952640,1,0.080032,0.311285,0.232174
sparse_rows,1000,roml_core_rust_anon,canonical,ok,3,0.58579,0.5569,0.59701,0.5569,0.59701,0.01122,0.00021,0.586,3846144,4.23464,0.059641,0.300685,0.224634
sparse_rows,1000,roml_python_bulk,canonical,ok,3,0.226734,0.225854,0.232634,0.225854,0.232634,0.00088,0.000841,0.227575,137510912,1,0.086091,0.124852,0.01895
sparse_rows,1000,roml_python_naive_chain,canonical,ok,3,0.988288,0.980187,1.02825,0.980187,1.02825,0.008101,0.00079,0.989078,137981952,7.14427,0.383737,0.368307,0.240754
sparse_rows,10000,pulp_python,canonical,ok,3,15.2489,14.8293,15.3753,14.8293,15.3753,0.126363,0.00189,15.2508,141422592,9.68308,9.53988,4.11404,1.62936
sparse_rows,10000,pyomo_python,canonical,ok,3,8.28236,8.19773,8.64714,8.19773,8.64714,0.084623,0.021381,8.30374,139661312,5.25931,4.14538,2.89479,1.23909
sparse_rows,10000,pyoptinterface_python,canonical,ok,3,13.5858,13.4957,13.6413,13.4957,13.6413,0.05549,0.032891,13.6187,142213120,8.62703,9.6916,2.85212,0.956797
sparse_rows,10000,pyoptinterface_scalar,canonical,ok,3,8.89907,8.8932,8.99412,8.8932,8.99412,0.005869,0.028931,8.928,141377536,5.65093,7.03907,1.48675,0.388817
sparse_rows,10000,roml_core_bulk,canonical,ok,3,1.40982,1.34554,1.44513,1.34554,1.44513,0.035311,0.00021,1.41003,7299072,,0.809595,0.295595,0.278265
sparse_rows,10000,roml_core_rust,canonical,ok,3,6.94148,6.46162,7.4343,6.46162,7.4343,0.479859,0.00021,6.94169,12537856,1,0.741283,3.0705,3.12857
sparse_rows,10000,roml_core_rust_anon,canonical,ok,3,6.986,5.89142,7.09112,5.89142,7.09112,0.105112,0.00019,6.98619,12152832,4.95526,0.497538,3.19259,3.18961
sparse_rows,10000,roml_python_bulk,canonical,ok,3,1.5748,1.47255,1.57879,1.47255,1.57879,0.00399,0.00074,1.57554,141455360,1,0.837915,0.497579,0.232484
sparse_rows,10000,roml_python_naive_chain,canonical,ok,3,8.97809,8.88065,8.98228,8.88065,8.98228,0.00419,0.00073,8.97882,146743296,6.36827,3.54571,3.04958,2.33289
